sourceNodeId,sourceAppId,targetNodeId,targetAppId,relationshipType,count,avgPercentIdentityPalmprint,avgPercentIdentityStatKmers,avgPercentIdentityStatSpots,weight
7727085,u17461,8759158,4036,HAS_HOST_STAT,1,0.31,0.8823,0.063,0.273513
7913355,u126225,8759158,4036,HAS_HOST_STAT,26,0.8373076923076923,0.894630769230769,0.11255384615384617,0.7490812248520708
7685828,u27,8759158,4036,HAS_HOST_STAT,2,0.985,0.9869,0.5454,0.9720965
7696942,u1387,8759158,4036,HAS_HOST_STAT,1,0.45,0.8677,0.1148,0.390465
7705402,u4105,8759158,4036,HAS_HOST_STAT,1,0.41,0.8908,0.1046,0.365228
7729255,u18450,8759158,4036,HAS_HOST_STAT,1,1.0,0.8478,0.0458,0.8478
8149832,u279221,8759158,4036,HAS_HOST_STAT,1,0.44,0.9172,0.1313,0.403568
7840949,u75099,8759188,4069,HAS_HOST_STAT,6,0.9933333333333333,0.9889333333333332,0.89915,0.9823404444444442
7748321,u25877,8759188,4069,HAS_HOST_STAT,3,0.29,0.9365333333333333,0.4230333333333333,0.27159466666666665
7774490,u41563,8759188,4069,HAS_HOST_STAT,1,0.51,0.9791,0.9138,0.499341
7729255,u18450,8759188,4069,HAS_HOST_STAT,16,0.98125,0.9884250000000001,0.7346250000000001,0.96989203125
7913355,u126225,8759188,4069,HAS_HOST_STAT,2,0.62,0.9826999999999999,0.6509,0.609274
7723601,u15499,8759188,4069,HAS_HOST_STAT,9,0.3611111111111111,0.987411111111111,0.8505777777777777,0.3565651234567901
7688419,u405,8759188,4069,HAS_HOST_STAT,6,0.49,0.9788,0.8402166666666667,0.479612
7707122,u4989,8759188,4069,HAS_HOST_STAT,1,0.53,0.9904,0.8142,0.524912
7680426,u16,8759188,4069,HAS_HOST_STAT,1,1.0,0.9379,0.2001,0.9379
8133503,u266037,8759188,4069,HAS_HOST_STAT,1,0.35,0.9853,0.8073,0.34485499999999997
7701577,u2292,8759188,4069,HAS_HOST_STAT,2,0.305,0.99495,0.91845,0.30345975
7704276,u3554,8759188,4069,HAS_HOST_STAT,1,0.31,0.9827,0.817,0.304637
7771720,u39811,8759188,4069,HAS_HOST_STAT,1,0.52,0.9977,0.8376,0.518804
7848666,u79456,8759188,4069,HAS_HOST_STAT,1,0.7,0.9345,0.4433,0.65415
7714377,u8238,8759188,4069,HAS_HOST_STAT,3,1.0,0.9944333333333333,0.9344666666666667,0.9944333333333333
7717069,u9961,8759188,4069,HAS_HOST_STAT,1,1.0,0.9964,0.915,0.9964
7735668,u20168,8759188,4069,HAS_HOST_STAT,2,0.845,0.98595,0.77395,0.83312775
7692881,u703,8759188,4069,HAS_HOST_STAT,1,0.31,0.9773,0.7994,0.302963
7697040,u1536,8759188,4069,HAS_HOST_STAT,1,1.0,0.9711,0.8156,0.9711
8146006,u275885,8759188,4069,HAS_HOST_STAT,1,0.5,0.9749,0.2613,0.48745
7683241,u20,8759188,4069,HAS_HOST_STAT,1,1.0,0.9565,0.7346,0.9565
7840532,u74803,8759188,4069,HAS_HOST_STAT,1,0.35,0.9935,0.8423,0.347725
7722726,u14913,8759188,4069,HAS_HOST_STAT,1,1.0,0.9797,0.4056,0.9797
7743144,u23565,8759188,4069,HAS_HOST_STAT,1,0.29,0.9987,0.9227,0.28962299999999996
7901511,u118333,8759188,4069,HAS_HOST_STAT,1,1.0,0.984,0.3948,0.984
7729255,u18450,8759249,4143,HAS_HOST_STAT,1,0.97,0.9724,0.2637,0.9432280000000001
7703569,u3193,8759249,4143,HAS_HOST_STAT,4,1.0,0.8328,0.11685,0.8328
7913355,u126225,8759249,4143,HAS_HOST_STAT,1,0.8,0.8118,0.0746,0.64944
7806372,u56174,8759313,4209,HAS_HOST_STAT,4,0.7825,0.9711,0.344225,0.7598857499999999
7913355,u126225,8759313,4209,HAS_HOST_STAT,7,0.7757142857142858,0.9787428571428571,0.6503714285714286,0.7592248163265307
7709449,u6622,8759313,4209,HAS_HOST_STAT,5,0.42,0.96102,0.14814000000000002,0.4036284
8064805,u217989,8759313,4209,HAS_HOST_STAT,1,0.52,0.8205,0.076,0.42666000000000004
7772490,u40163,8759313,4209,HAS_HOST_STAT,1,0.58,0.8113,0.0267,0.470554
7729255,u18450,8759313,4209,HAS_HOST_STAT,5,0.998,0.98602,0.85094,0.98404796
8031166,u196863,8759313,4209,HAS_HOST_STAT,1,0.55,0.9946,0.7741,0.54703
7848666,u79456,8759655,4618,HAS_HOST_STAT,1,1.0,0.9924,0.9009,0.9924
7807940,u56895,8759796,4776,HAS_HOST_STAT,1,0.37,0.8498,0.0791,0.314426
7804223,u54964,8759796,4776,HAS_HOST_STAT,1,0.32,0.9793,0.3854,0.313376
7688419,u405,8759893,4892,HAS_HOST_STAT,1,1.0,0.9987,0.851,0.9987
7749345,u26426,8759893,4892,HAS_HOST_STAT,4,0.9975,0.9767,0.812975,0.9742582500000001
7729255,u18450,8759893,4892,HAS_HOST_STAT,1,1.0,0.8413,0.5081,0.8413
7724077,u16182,8759893,4892,HAS_HOST_STAT,8,0.97625,0.9954,0.9486874999999999,0.9717592499999999
7680426,u16,8759893,4892,HAS_HOST_STAT,2,1.0,0.9937,0.94645,0.9937
7732231,u19886,8759893,4892,HAS_HOST_STAT,1,0.95,0.993,0.9633,0.9433499999999999
7692222,u556,8759893,4892,HAS_HOST_STAT,1,0.98,0.9948,0.8868,0.974904
7702942,u2833,8759971,5014,HAS_HOST_STAT,1,0.81,0.9091,0.1506,0.7363710000000001
7729255,u18450,8759989,5042,HAS_HOST_STAT,14,1.0,0.9415357142857143,0.6334428571428571,0.9415357142857143
7760225,u35326,8759989,5042,HAS_HOST_STAT,2,1.0,0.9919,0.964,0.9919
7697040,u1536,8759989,5042,HAS_HOST_STAT,3,1.0,0.9963333333333333,0.9496333333333333,0.9963333333333333
7729255,u18450,8760044,5125,HAS_HOST_STAT,5,0.998,0.9783600000000001,0.88364,0.9764032800000001
7913355,u126225,8760044,5125,HAS_HOST_STAT,1,0.84,0.8573,0.0868,0.7201319999999999
7806372,u56174,8760044,5125,HAS_HOST_STAT,2,0.795,0.8625,0.07955,0.6856875000000001
7730592,u18965,8760044,5125,HAS_HOST_STAT,8,0.99875,0.842275,0.06405,0.84122215625
7747053,u25164,8760054,5139,HAS_HOST_STAT,1,0.48,0.9999,0.9745,0.479952
7729255,u18450,8760086,5178,HAS_HOST_STAT,1,1.0,0.9368,0.3653,0.9368
7714985,u8555,8760086,5178,HAS_HOST_STAT,1,0.98,0.9656,0.6364,0.946288
7732231,u19886,8760129,5234,HAS_HOST_STAT,5,1.0,0.9740800000000001,0.9619200000000001,0.9740800000000001
8031475,u197030,8760129,5234,HAS_HOST_STAT,1,0.99,0.9977,0.9422,0.987723
7697040,u1536,8760129,5234,HAS_HOST_STAT,8,0.9975,0.9379625000000001,0.693125,0.9356175937500002
7695805,u1095,8760209,5338,HAS_HOST_STAT,17,0.9876470588235293,0.9715764705882353,0.3373176470588235,0.9595746435986158
7922932,u129582,8760209,5338,HAS_HOST_STAT,1,0.45,0.9596,0.3247,0.43182000000000004
7703569,u3193,8760558,5819,HAS_HOST_STAT,3,0.9933333333333333,0.9833666666666667,0.8786,0.9768108888888889
7729255,u18450,8760558,5819,HAS_HOST_STAT,1,0.99,0.9759,0.8863,0.966141
7703698,u3205,8760778,6103,HAS_HOST_STAT,1,0.46,0.9326,0.0656,0.428996
7713904,u8030,8760778,6103,HAS_HOST_STAT,1,0.39,0.8748,0.0464,0.34117200000000003
8018624,u189819,8760778,6103,HAS_HOST_STAT,1,0.53,0.9695,0.1349,0.513835
7705711,u4168,8760797,6125,HAS_HOST_STAT,1,0.43,0.9631,0.0397,0.414133
7836610,u72520,8760844,6180,HAS_HOST_STAT,4,0.99,0.9100250000000001,0.24687499999999996,0.90092475
7703875,u3278,8760844,6180,HAS_HOST_STAT,2,0.425,0.97435,0.02445,0.41409875
7721861,u13617,8760896,6236,HAS_HOST_STAT,1,0.41,0.9957,0.7738,0.40823699999999996
7847414,u78746,8760896,6236,HAS_HOST_STAT,1,0.46,0.9994,0.7933,0.459724
7713067,u7643,8760896,6236,HAS_HOST_STAT,1,0.44,0.9991,0.83,0.439604
7728168,u17920,8760896,6236,HAS_HOST_STAT,1,0.35,0.9994,0.9677,0.34979
7710320,u7106,8760896,6236,HAS_HOST_STAT,2,1.0,0.9806,0.7642,0.9806
8015553,u187715,8760896,6236,HAS_HOST_STAT,1,0.51,0.9999,0.9479,0.509949
8166437,u291146,8760896,6236,HAS_HOST_STAT,1,0.99,0.9835,0.5227,0.973665
7724293,u16256,8761158,6562,HAS_HOST_STAT,9,0.9655555555555556,0.9975777777777779,0.3826888888888889,0.9632167654320989
7760225,u35326,8761158,6562,HAS_HOST_STAT,1,1.0,0.9957,0.7985,0.9957
8031740,u197113,8761158,6562,HAS_HOST_STAT,1,0.37,0.999,0.8025,0.36963
7732231,u19886,8761158,6562,HAS_HOST_STAT,1,1.0,0.9986,0.7778,0.9986
7704599,u3620,8761158,6562,HAS_HOST_STAT,1,0.31,0.9985,0.761,0.309535
7724293,u16256,8761173,6580,HAS_HOST_STAT,4,1.0,0.840675,0.0137,0.840675
7737839,u21352,8761217,6638,HAS_HOST_STAT,6,0.6,0.9969833333333333,0.9283,0.59819
7704181,u3492,8761217,6638,HAS_HOST_STAT,5,0.65,0.99626,0.9290999999999999,0.6475690000000001
7715934,u9003,8761217,6638,HAS_HOST_STAT,1,0.41,0.9796,0.9035,0.401636
7710955,u7206,8761217,6638,HAS_HOST_STAT,1,0.55,0.9971,0.32,0.548405
7730909,u19186,8761217,6638,HAS_HOST_STAT,1,0.54,0.9966,0.3195,0.5381640000000001
7749828,u26814,8761254,6683,HAS_HOST_STAT,2,0.4,0.8818,0.42455,0.35272000000000003
7737733,u21307,8761254,6683,HAS_HOST_STAT,1,0.43,0.9164,0.2612,0.394052
7729255,u18450,8761254,6683,HAS_HOST_STAT,1,1.0,0.9987,0.897,0.9987
7718397,u11126,8761254,6683,HAS_HOST_STAT,2,0.9450000000000001,0.9916,0.8096,0.9370620000000001
8017250,u188994,8761254,6683,HAS_HOST_STAT,1,0.97,0.9916,0.8096,0.961852
7774490,u41563,8761254,6683,HAS_HOST_STAT,1,1.0,0.9916,0.8096,0.9916
7981090,u164598,8761254,6683,HAS_HOST_STAT,1,0.98,0.9949,0.8096,0.975002
8156370,u284189,8761437,6893,HAS_HOST_STAT,1,0.41,0.8849,0.0304,0.362809
7980158,u163813,8761437,6893,HAS_HOST_STAT,2,0.71,0.8849,0.0169,0.628279
7727121,u17467,8761437,6893,HAS_HOST_STAT,1,0.48,0.8913,0.0257,0.427824
7737705,u21283,8761437,6893,HAS_HOST_STAT,1,0.44,0.8888,0.0107,0.39107200000000003
7702085,u2562,8761437,6893,HAS_HOST_STAT,1,0.45,0.8782,0.0097,0.39519
7709026,u6299,8761437,6893,HAS_HOST_STAT,1,0.51,0.8388,0.0127,0.427788
7709082,u6375,8761437,6893,HAS_HOST_STAT,2,0.8300000000000001,0.84815,0.04005,0.7039645
7919144,u128126,8761437,6893,HAS_HOST_STAT,1,0.36,0.9204,0.0622,0.33134399999999997
7702942,u2833,8761437,6893,HAS_HOST_STAT,1,0.73,0.9204,0.0622,0.6718919999999999
7749338,u26410,8761437,6893,HAS_HOST_STAT,1,0.44,0.97,0.0848,0.4268
7683241,u20,8761437,6893,HAS_HOST_STAT,1,0.67,0.8575,0.0052,0.5745250000000001
8076003,u226002,8761437,6893,HAS_HOST_STAT,1,0.52,0.9997,0.7066,0.5198440000000001
8140900,u271689,8761437,6893,HAS_HOST_STAT,1,0.34,0.9905,0.1462,0.33677
8063858,u217257,8761470,6935,HAS_HOST_STAT,8,0.8275,0.97865,0.6499,0.809832875
7950617,u142886,8761470,6935,HAS_HOST_STAT,2,1.0,0.90815,0.4573,0.90815
8093597,u238431,8761470,6935,HAS_HOST_STAT,2,0.98,0.9550000000000001,0.54055,0.9359000000000001
7835255,u71772,8761470,6935,HAS_HOST_STAT,3,0.9533333333333333,0.9467333333333333,0.2357,0.9025524444444444
7737705,u21283,8761470,6935,HAS_HOST_STAT,6,0.5816666666666668,0.9345500000000001,0.5953166666666667,0.5435965833333335
7949737,u142274,8761470,6935,HAS_HOST_STAT,15,0.9833333333333333,0.9264533333333334,0.5536000000000001,0.9110124444444444
7709615,u6713,8761470,6935,HAS_HOST_STAT,3,1.0,0.9161333333333334,0.5261,0.9161333333333334
7846816,u78498,8761470,6935,HAS_HOST_STAT,12,0.9158333333333333,0.9264999999999999,0.55715,0.8485195833333332
7723594,u15486,8761470,6935,HAS_HOST_STAT,9,1.0,0.9397222222222222,0.35432222222222226,0.9397222222222222
7712331,u7471,8761470,6935,HAS_HOST_STAT,1,1.0,0.8803,0.4731,0.8803
7714985,u8555,8761470,6935,HAS_HOST_STAT,2,0.98,0.8888499999999999,0.49845000000000006,0.8710729999999999
7697506,u1631,8761470,6935,HAS_HOST_STAT,4,1.0,0.9237000000000001,0.5304,0.9237000000000001
8156850,u284520,8761470,6935,HAS_HOST_STAT,2,0.87,0.98695,0.41105,0.8586465
7712590,u7529,8761470,6935,HAS_HOST_STAT,1,0.39,0.8742,0.433,0.340938
7741877,u22852,8761470,6935,HAS_HOST_STAT,1,1.0,0.9585,0.7443,0.9585
7704541,u3584,8761470,6935,HAS_HOST_STAT,1,0.97,0.8031,0.5976,0.779007
7737705,u21283,8761519,6993,HAS_HOST_STAT,1,0.5,0.9939,0.1213,0.49695
7737705,u21283,8761558,7041,HAS_HOST_STAT,8,0.50875,0.8999875,0.27563750000000004,0.45786864062500005
8064127,u217468,8761558,7041,HAS_HOST_STAT,16,0.9775,0.9459,0.10723125,0.92461725
8141626,u272266,8761558,7041,HAS_HOST_STAT,6,0.99,0.9517499999999999,0.11288333333333334,0.9422324999999999
7743834,u24038,8761558,7041,HAS_HOST_STAT,1,1.0,0.9737,0.1432,0.9737
7729255,u18450,8761558,7041,HAS_HOST_STAT,1,1.0,0.9706,0.1156,0.9706
8155977,u283887,8761558,7041,HAS_HOST_STAT,1,0.96,0.8388,0.0356,0.805248
7714985,u8555,8761558,7041,HAS_HOST_STAT,3,0.9833333333333333,0.9997666666666667,0.8028333333333334,0.9831038888888889
7712331,u7471,8761558,7041,HAS_HOST_STAT,1,1.0,0.9997,0.7554,0.9997
7730592,u18965,8761558,7041,HAS_HOST_STAT,16,0.995,0.8421500000000001,0.01348125,0.83793925
7862463,u87105,8761558,7041,HAS_HOST_STAT,5,0.922,0.85162,0.13184,0.78519364
7953764,u145119,8761558,7041,HAS_HOST_STAT,2,0.985,0.9914499999999999,0.86225,0.97657825
8014987,u187411,8761558,7041,HAS_HOST_STAT,1,0.72,0.9976,0.8519,0.718272
8017030,u188870,8761599,7088,HAS_HOST_STAT,16,0.7187500000000001,0.8808125,0.08671875000000001,0.6330839843750001
7706319,u4461,8761599,7088,HAS_HOST_STAT,1,0.44,0.8949,0.0711,0.393756
8142821,u273098,8761599,7088,HAS_HOST_STAT,28,0.9710714285714287,0.98655,0.7885964285714286,0.958010517857143
7735769,u20355,8761599,7088,HAS_HOST_STAT,1,0.43,0.998,0.8853,0.42913999999999997
7737705,u21283,8761599,7088,HAS_HOST_STAT,19,0.45736842105263154,0.9756368421052631,0.6002473684210528,0.44622548199445977
8076003,u226002,8761599,7088,HAS_HOST_STAT,4,0.7224999999999999,0.9842500000000001,0.6915250000000001,0.711120625
8155950,u283879,8761599,7088,HAS_HOST_STAT,43,0.7090697674418606,0.9877837209302325,0.7461186046511629,0.7004075732828556
7727085,u17461,8761599,7088,HAS_HOST_STAT,2,0.425,0.9995,0.85005,0.42478750000000004
7705405,u4129,8761599,7088,HAS_HOST_STAT,1,0.33,0.9928,0.7677,0.327624
7706577,u4543,8761599,7088,HAS_HOST_STAT,1,0.44,0.9992,0.8227,0.439648
7737039,u21034,8761599,7088,HAS_HOST_STAT,1,0.38,0.971,0.0916,0.36898
8019540,u190300,8761599,7088,HAS_HOST_STAT,19,0.7115789473684211,0.9047684210526316,0.10687368421052634,0.64381416066482
7756367,u32717,8761599,7088,HAS_HOST_STAT,34,0.9979411764705883,0.9771882352941177,0.3445558823529412,0.97517637716263
7793542,u49811,8761599,7088,HAS_HOST_STAT,88,0.9952272727272724,0.9677215909090909,0.3749363636363636,0.9631029196797518
7991875,u172775,8761599,7088,HAS_HOST_STAT,5,1.0,0.92346,0.07392,0.92346
7794563,u50326,8761599,7088,HAS_HOST_STAT,1,0.47,0.9415,0.0388,0.442505
8062682,u216552,8761599,7088,HAS_HOST_STAT,1,0.46,0.9868,0.4993,0.453928
7887864,u104468,8761599,7088,HAS_HOST_STAT,2,0.71,0.9430000000000001,0.17004999999999998,0.66953
8063874,u217268,8761599,7088,HAS_HOST_STAT,1,0.95,0.8622,0.1568,0.81909
7920037,u128486,8761599,7088,HAS_HOST_STAT,1,0.7,0.9973,0.3242,0.6981099999999999
7702556,u2781,8761645,7147,HAS_HOST_STAT,25,1.0,0.9709599999999999,0.589768,0.9709599999999999
7955544,u146197,8761645,7147,HAS_HOST_STAT,113,0.9905309734513277,0.9872654867256635,0.7758831858407076,0.9779170436212703
7701589,u2323,8761645,7147,HAS_HOST_STAT,16,0.7875,0.9653187500000001,0.6678125,0.7601885156250001
7706517,u4497,8761645,7147,HAS_HOST_STAT,1,0.36,0.9377,0.1244,0.337572
8124606,u259713,8761645,7147,HAS_HOST_STAT,4,0.685,0.9141750000000001,0.15610000000000002,0.6262098750000001
7802404,u54012,8761645,7147,HAS_HOST_STAT,58,0.8934482758620691,0.9628362068965517,0.7147948275862068,0.8602443489892986
7737705,u21283,8761645,7147,HAS_HOST_STAT,2,0.46499999999999997,0.8705,0.3198,0.4047825
7730592,u18965,8761645,7147,HAS_HOST_STAT,1,0.38,0.9,0.0968,0.342
7702134,u2598,8761645,7147,HAS_HOST_STAT,5,1.0,0.92304,0.3763,0.92304
7791072,u48816,8761645,7147,HAS_HOST_STAT,1,1.0,0.9997,0.3477,0.9997
7736886,u20961,8761645,7147,HAS_HOST_STAT,1,0.58,0.9155,0.0712,0.53099
7748335,u25889,8761645,7147,HAS_HOST_STAT,17,0.9482352941176471,0.9777058823529412,0.7937941176470588,0.9270952249134948
7743144,u23565,8761645,7147,HAS_HOST_STAT,3,0.44,0.9937333333333334,0.7905666666666666,0.43724266666666667
7691764,u473,8761645,7147,HAS_HOST_STAT,14,0.9857142857142857,0.9952000000000001,0.9211428571428573,0.9809828571428572
7706319,u4461,8761645,7147,HAS_HOST_STAT,16,0.963125,0.92854375,0.26765625,0.89430369921875
7803770,u54683,8761645,7147,HAS_HOST_STAT,17,0.9888235294117648,0.998164705882353,0.5827176470588237,0.9870087474048443
7692712,u602,8761645,7147,HAS_HOST_STAT,1,0.43,0.9686,0.6625,0.416498
7706372,u4485,8761645,7147,HAS_HOST_STAT,16,1.0,0.9203875,0.6512499999999999,0.9203875
7756286,u32633,8761645,7147,HAS_HOST_STAT,18,0.9838888888888889,0.9875333333333333,0.8070499999999999,0.971623074074074
8018624,u189819,8761645,7147,HAS_HOST_STAT,29,0.9013793103448277,0.9941517241379312,0.8127862068965517,0.8961077954815697
7730909,u19186,8761645,7147,HAS_HOST_STAT,19,0.8689473684210529,0.9658315789473684,0.706021052631579,0.8392568088642661
7693113,u741,8761645,7147,HAS_HOST_STAT,8,0.9975,0.966475,0.7847375,0.9640588125
7771390,u39671,8761645,7147,HAS_HOST_STAT,65,0.9672307692307694,0.9701123076923077,0.7424892307692311,0.9383224736094677
7800062,u52836,8761645,7147,HAS_HOST_STAT,58,0.7984482758620689,0.9919879310344827,0.8112379310344826,0.7920510532104637
7806372,u56174,8761645,7147,HAS_HOST_STAT,1,0.77,0.9928,0.0691,0.764456
7687080,u64,8761645,7147,HAS_HOST_STAT,6,1.0,0.9772333333333333,0.27198333333333335,0.9772333333333333
7848666,u79456,8761645,7147,HAS_HOST_STAT,1,0.58,0.9889,0.8162,0.573562
7697617,u1680,8761645,7147,HAS_HOST_STAT,1,1.0,0.9948,0.9249,0.9948
