sourceNodeId,sourceAppId,targetNodeId,targetAppId,relationshipType,directAssociations,count,avgPercentIdentityPalmprint,avgPercentIdentityStatKmers,avgPercentIdentityStatSpots,weight
7687950,u258,10090783,1647806,HAS_HOST_METADATA,1,1,0.39,,,
7687950,u258,9099298,408172,HAS_HOST_METADATA,1,1,0.53,,,
7687950,u258,8808791,77133,HAS_HOST_METADATA,3,3,1.0,,,
7687950,u258,8774423,37124,HAS_HOST_METADATA,5,5,0.774,,,
7687950,u258,8763981,10036,HAS_HOST_METADATA,1,1,0.56,,,
7687950,u258,8772319,34508,HAS_HOST_METADATA,2,2,0.39,,,
7687950,u258,8798009,64320,HAS_HOST_METADATA,1,1,0.89,,,
7687950,u258,8764722,11034,HAS_HOST_METADATA,1,1,0.76,,,
7687950,u258,9969519,1510822,HAS_HOST_METADATA,1,1,0.69,,,
7687950,u258,8776666,39750,HAS_HOST_METADATA,1,1,0.45,,,
7688419,u405,9995725,1540733,HAS_HOST_METADATA,3,3,0.99,,,
7688419,u405,8763618,9606,HAS_HOST_METADATA,22,22,0.7572727272727271,,,
7688419,u405,9282729,646099,HAS_HOST_METADATA,1,1,1.0,,,
7688419,u405,10076244,1631306,HAS_HOST_METADATA,2,2,0.995,,,
7688419,u405,10076245,1631307,HAS_HOST_METADATA,1,1,0.98,,,
7688419,u405,8763851,9870,HAS_HOST_METADATA,1,1,0.41,,,
7688419,u405,8783942,48139,HAS_HOST_METADATA,1,1,0.45,,,
7688419,u405,9112026,422564,HAS_HOST_METADATA,21,21,0.952857142857143,,,
7688419,u405,8967242,256318,HAS_HOST_METADATA,11,11,0.5781818181818181,,,
7688419,u405,8764020,10090,HAS_HOST_METADATA,21,21,0.5138095238095237,,,
7688419,u405,9355348,749907,HAS_HOST_METADATA,3,3,0.65,,,
7688419,u405,10680651,2337450,HAS_HOST_METADATA,1,1,0.24,,,
7688419,u405,8759915,4927,HAS_HOST_METADATA,1,1,1.0,,,
7688419,u405,9099298,408172,HAS_HOST_METADATA,3,3,0.30333333333333334,,,
7688419,u405,8756326,570,HAS_HOST_METADATA,1,1,1.0,,,
7688419,u405,8767787,28141,HAS_HOST_METADATA,1,1,1.0,,,
7688419,u405,9099296,408170,HAS_HOST_METADATA,3,3,0.8433333333333334,,,
7688419,u405,9964160,1504969,HAS_HOST_METADATA,1,1,1.0,,,
7688419,u405,8763789,9796,HAS_HOST_METADATA,1,1,1.0,,,
7688419,u405,8759226,4113,HAS_HOST_METADATA,5,5,0.482,,,
7688419,u405,9665277,1169740,HAS_HOST_METADATA,1,1,0.43,,,
7688419,u405,8759198,4081,HAS_HOST_METADATA,17,17,0.4882352941176471,,,
7688419,u405,9779579,1297885,HAS_HOST_METADATA,1,1,0.49,,,
7688419,u405,8759201,4084,HAS_HOST_METADATA,1,1,0.49,,,
7688419,u405,9203827,527639,HAS_HOST_METADATA,1,1,0.43,,,
7688419,u405,8768035,28526,HAS_HOST_METADATA,1,1,0.49,,,
7688419,u405,8931315,215358,HAS_HOST_METADATA,2,2,0.57,,,
7688419,u405,9227965,556182,HAS_HOST_METADATA,1,1,0.32,,,
7688419,u405,10092047,1649191,HAS_HOST_METADATA,1,1,0.39,,,
7688419,u405,9791321,1311626,HAS_HOST_METADATA,2,2,0.44,,,
7688419,u405,9355347,749906,HAS_HOST_METADATA,18,18,0.3794444444444445,,,
7688419,u405,9136180,449393,HAS_HOST_METADATA,1,1,0.52,,,
7688419,u405,9101353,410658,HAS_HOST_METADATA,20,20,0.43400000000000005,,,
7688419,u405,9122273,433727,HAS_HOST_METADATA,1,1,0.31,,,
7688419,u405,9186880,506599,HAS_HOST_METADATA,1,1,0.44,,,
7688419,u405,10013578,1561972,HAS_HOST_METADATA,1,1,0.53,,,
7688419,u405,8803696,71412,HAS_HOST_METADATA,1,1,0.41,,,
7688419,u405,9483367,939928,HAS_HOST_METADATA,1,1,0.46,,,
7688419,u405,9779556,1297858,HAS_HOST_METADATA,1,1,0.35,,,
7688419,u405,9707595,1218275,HAS_HOST_METADATA,1,1,0.44,,,
7688419,u405,8767353,27602,HAS_HOST_METADATA,1,1,0.62,,,
7688419,u405,9583339,1070528,HAS_HOST_METADATA,1,1,0.44,,,
7688419,u405,8759602,4556,HAS_HOST_METADATA,1,1,0.44,,,
7688419,u405,9101354,410659,HAS_HOST_METADATA,1,1,0.42,,,
7688419,u405,8761715,7227,HAS_HOST_METADATA,1,1,0.56,,,
7688419,u405,10843932,2517771,HAS_HOST_METADATA,1,1,0.46,,,
7688419,u405,8915859,198431,HAS_HOST_METADATA,1,1,0.31,,,
7688419,u405,9101355,410661,HAS_HOST_METADATA,17,17,0.40058823529411763,,,
7688419,u405,10160956,1729361,HAS_HOST_METADATA,2,2,0.4,,,
7688419,u405,10276870,1861841,HAS_HOST_METADATA,1,1,0.4,,,
7688419,u405,8762251,7955,HAS_HOST_METADATA,1,1,0.4,,,
7692194,u548,8763618,9606,HAS_HOST_METADATA,30,30,0.9723333333333334,,,
7692194,u548,9633633,1131769,HAS_HOST_METADATA,2,2,1.0,,,
7692194,u548,8758984,3847,HAS_HOST_METADATA,9,9,0.9944444444444444,,,
7692194,u548,10546030,2173186,HAS_HOST_METADATA,10,10,0.9720000000000001,,,
7692194,u548,8967242,256318,HAS_HOST_METADATA,13,13,0.9315384615384615,,,
7692194,u548,9583339,1070528,HAS_HOST_METADATA,12,12,0.9016666666666666,,,
7692194,u548,9620740,1115523,HAS_HOST_METADATA,6,6,0.8,,,
7692194,u548,9355347,749906,HAS_HOST_METADATA,1,1,0.52,,,
7692194,u548,10092047,1649191,HAS_HOST_METADATA,1,1,0.41,,,
7692194,u548,10276870,1861841,HAS_HOST_METADATA,2,2,0.665,,,
7692194,u548,8786604,51240,HAS_HOST_METADATA,1,1,0.43,,,
7692194,u548,10220919,1799672,HAS_HOST_METADATA,1,1,0.5,,,
7692194,u548,9779579,1297885,HAS_HOST_METADATA,1,1,0.38,,,
7692194,u548,9099298,408172,HAS_HOST_METADATA,2,2,0.42,,,
7692194,u548,10884620,2560525,HAS_HOST_METADATA,2,2,1.0,,,
7692194,u548,8763905,9940,HAS_HOST_METADATA,5,5,0.5399999999999999,,,
7692194,u548,10638860,2293339,HAS_HOST_METADATA,1,1,0.32,,,
7692207,u550,8761473,6938,HAS_HOST_METADATA,5,5,0.746,,,
7692207,u550,8763618,9606,HAS_HOST_METADATA,1,1,0.54,,,
7692207,u550,9723186,1235509,HAS_HOST_METADATA,2,2,1.0,,,
7692207,u550,8892154,172148,HAS_HOST_METADATA,2,2,1.0,,,
7692207,u550,8764040,10116,HAS_HOST_METADATA,1,1,1.0,,,
7692207,u550,9134507,447426,HAS_HOST_METADATA,1,1,0.54,,,
7692207,u550,8763572,9545,HAS_HOST_METADATA,6,6,0.9633333333333333,,,
7692207,u550,8764764,11083,HAS_HOST_METADATA,4,4,0.9525,,,
7692207,u550,9355347,749906,HAS_HOST_METADATA,1,1,0.56,,,
7692712,u602,8763887,9913,HAS_HOST_METADATA,2,2,0.56,,,
7692712,u602,8936651,221254,HAS_HOST_METADATA,1,1,0.38,,,
7692712,u602,9227965,556182,HAS_HOST_METADATA,2,2,0.47,,,
7692712,u602,9099298,408172,HAS_HOST_METADATA,8,8,0.39875,,,
7692712,u602,8838533,111067,HAS_HOST_METADATA,1,1,0.46,,,
7692712,u602,8808828,77173,HAS_HOST_METADATA,2,2,0.32,,,
7692712,u602,9282729,646099,HAS_HOST_METADATA,5,5,0.996,,,
7692712,u602,8866159,142614,HAS_HOST_METADATA,1,1,0.42,,,
7692712,u602,10013578,1561972,HAS_HOST_METADATA,1,1,0.38,,,
7692712,u602,9597737,1088131,HAS_HOST_METADATA,1,1,0.4,,,
7692712,u602,8761715,7227,HAS_HOST_METADATA,1,1,0.43,,,
7692712,u602,9623192,1118232,HAS_HOST_METADATA,1,1,0.39,,,
7692712,u602,8888613,168165,HAS_HOST_METADATA,1,1,0.52,,,
7692712,u602,8817283,86794,HAS_HOST_METADATA,1,1,0.38,,,
7692712,u602,8762289,8005,HAS_HOST_METADATA,1,1,0.38,,,
7692712,u602,8764020,10090,HAS_HOST_METADATA,1,1,0.47,,,
7692712,u602,8759514,4442,HAS_HOST_METADATA,1,1,0.38,,,
7692712,u602,9255516,591226,HAS_HOST_METADATA,1,1,0.39,,,
7692712,u602,8789690,54800,HAS_HOST_METADATA,1,1,0.42,,,
7692712,u602,8812996,81964,HAS_HOST_METADATA,1,1,0.36,,,
7692712,u602,8759805,4785,HAS_HOST_METADATA,1,1,0.36,,,
7692712,u602,8790824,56046,HAS_HOST_METADATA,1,1,0.38,,,
7692712,u602,9099296,408170,HAS_HOST_METADATA,2,2,0.35,,,
7692712,u602,9355347,749906,HAS_HOST_METADATA,1,1,0.27,,,
7692712,u602,9101353,410658,HAS_HOST_METADATA,4,4,0.51,,,
7692712,u602,8967242,256318,HAS_HOST_METADATA,1,1,0.37,,,
7692881,u703,10276870,1861841,HAS_HOST_METADATA,3,3,0.96,,,
7692881,u703,8764020,10090,HAS_HOST_METADATA,350,350,0.8682571428571426,,,
7692881,u703,10043699,1595979,HAS_HOST_METADATA,10,10,0.58,,,
7692881,u703,9203827,527639,HAS_HOST_METADATA,6,6,0.685,,,
7692881,u703,8763618,9606,HAS_HOST_METADATA,79,79,0.978987341772152,,,
7692881,u703,9016588,315492,HAS_HOST_METADATA,1,1,1.0,,,
7692881,u703,8967242,256318,HAS_HOST_METADATA,6,6,0.4483333333333333,,,
7692881,u703,8758789,3627,HAS_HOST_METADATA,1,1,0.5,,,
7692881,u703,8763633,9627,HAS_HOST_METADATA,2,2,0.365,,,
7692881,u703,8764943,11292,HAS_HOST_METADATA,114,114,0.9389473684210525,,,
7692881,u703,9227965,556182,HAS_HOST_METADATA,1,1,0.56,,,
7692881,u703,8762251,7955,HAS_HOST_METADATA,31,31,0.998709677419355,,,
7692881,u703,8758647,3468,HAS_HOST_METADATA,2,2,0.995,,,
7692881,u703,9355348,749907,HAS_HOST_METADATA,4,4,0.5425,,,
7692881,u703,8769396,30177,HAS_HOST_METADATA,2,2,1.0,,,
7692881,u703,8761715,7227,HAS_HOST_METADATA,2,2,1.0,,,
7692881,u703,9099298,408172,HAS_HOST_METADATA,4,4,0.54,,,
7692881,u703,8760187,5315,HAS_HOST_METADATA,1,1,1.0,,,
7692881,u703,9355347,749906,HAS_HOST_METADATA,3,3,0.8633333333333333,,,
7692881,u703,9531759,1007316,HAS_HOST_METADATA,1,1,0.52,,,
7692881,u703,8779000,42415,HAS_HOST_METADATA,1,1,0.47,,,
7692881,u703,8898144,178762,HAS_HOST_METADATA,1,1,0.3,,,
7692881,u703,9101353,410658,HAS_HOST_METADATA,45,45,0.5935555555555555,,,
7692881,u703,10090783,1647806,HAS_HOST_METADATA,1,1,0.47,,,
7692881,u703,8769572,30397,HAS_HOST_METADATA,2,2,1.0,,,
7692881,u703,9804461,1325974,HAS_HOST_METADATA,3,3,0.48000000000000004,,,
7692881,u703,10492454,2108191,HAS_HOST_METADATA,1,1,0.46,,,
7692881,u703,9103324,412755,HAS_HOST_METADATA,4,4,0.46499999999999997,,,
7692881,u703,8767422,27689,HAS_HOST_METADATA,1,1,0.42,,,
7692881,u703,8763623,9615,HAS_HOST_METADATA,2,2,0.97,,,
7692881,u703,8763851,9870,HAS_HOST_METADATA,15,15,0.468,,,
7692881,u703,8909730,191431,HAS_HOST_METADATA,1,1,0.47,,,
7692881,u703,8809217,77598,HAS_HOST_METADATA,1,1,0.4,,,
7692881,u703,8763476,9430,HAS_HOST_METADATA,1,1,0.99,,,
7692881,u703,9136180,449393,HAS_HOST_METADATA,1,1,0.42,,,
7692881,u703,9099296,408170,HAS_HOST_METADATA,1,1,0.39,,,
7692881,u703,9282729,646099,HAS_HOST_METADATA,1,1,1.0,,,
7692881,u703,11107272,2823069,HAS_HOST_METADATA,1,1,0.38,,,
7692881,u703,8763855,9874,HAS_HOST_METADATA,1,1,0.43,,,
7692881,u703,8763858,9877,HAS_HOST_METADATA,1,1,0.43,,,
7692881,u703,8758855,3702,HAS_HOST_METADATA,3,3,0.48333333333333334,,,
7692881,u703,8759514,4442,HAS_HOST_METADATA,1,1,0.44,,,
7692881,u703,8774940,37717,HAS_HOST_METADATA,1,1,0.39,,,
7692881,u703,10032204,1583376,HAS_HOST_METADATA,1,1,0.44,,,
7692881,u703,8761657,7159,HAS_HOST_METADATA,1,1,0.47,,,
7692881,u703,8820448,90371,HAS_HOST_METADATA,3,3,0.99,,,
7692881,u703,8761204,6622,HAS_HOST_METADATA,1,1,0.96,,,
7692881,u703,9779579,1297885,HAS_HOST_METADATA,1,1,0.98,,,
7692881,u703,8779882,43490,HAS_HOST_METADATA,1,1,1.0,,,
7692881,u703,8763142,9031,HAS_HOST_METADATA,3,3,1.0,,,
7692881,u703,8756319,562,HAS_HOST_METADATA,1,1,1.0,,,
7692881,u703,8759232,4120,HAS_HOST_METADATA,4,4,0.37250000000000005,,,
7692881,u703,8840602,113446,HAS_HOST_METADATA,2,2,0.38,,,
7692881,u703,9665277,1169740,HAS_HOST_METADATA,1,1,0.32,,,
7692881,u703,8763580,9555,HAS_HOST_METADATA,1,1,0.31,,,
7692881,u703,8758311,3079,HAS_HOST_METADATA,1,1,1.0,,,
7692881,u703,10013578,1561972,HAS_HOST_METADATA,1,1,0.52,,,
7692881,u703,8773418,35924,HAS_HOST_METADATA,1,1,0.5,,,
7692881,u703,9343974,717931,HAS_HOST_METADATA,1,1,0.37,,,
7692881,u703,9203828,527640,HAS_HOST_METADATA,1,1,0.36,,,
7693113,u741,8798009,64320,HAS_HOST_METADATA,2879,2879,0.8306147968044453,,,
7693113,u741,8763618,9606,HAS_HOST_METADATA,250,250,0.9559200000000001,,,
7693113,u741,8764020,10090,HAS_HOST_METADATA,28,28,0.9442857142857145,,,
7693113,u741,9894938,1427524,HAS_HOST_METADATA,9,9,0.9400000000000001,,,
7693113,u741,8764961,11320,HAS_HOST_METADATA,4,4,0.9874999999999999,,,
7693113,u741,8764991,11520,HAS_HOST_METADATA,2,2,1.0,,,
7693113,u741,8761715,7227,HAS_HOST_METADATA,7,7,1.0,,,
7693113,u741,8763981,10036,HAS_HOST_METADATA,31,31,0.9848387096774193,,,
7693113,u741,8762393,8128,HAS_HOST_METADATA,1,1,0.36,,,
7693113,u741,9623192,1118232,HAS_HOST_METADATA,2,2,0.41,,,
7693113,u741,8764721,11033,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,8765706,12637,HAS_HOST_METADATA,37,37,0.7605405405405405,,,
7693113,u741,9723186,1235509,HAS_HOST_METADATA,7,7,0.9,,,
7693113,u741,8764764,11083,HAS_HOST_METADATA,4,4,0.795,,,
7693113,u741,9355347,749906,HAS_HOST_METADATA,2,2,0.675,,,
7693113,u741,8755938,68,HAS_HOST_METADATA,2,2,0.99,,,
7693113,u741,8761657,7159,HAS_HOST_METADATA,16,16,0.9725,,,
7693113,u741,8756319,562,HAS_HOST_METADATA,3,3,0.9633333333333334,,,
7693113,u741,8763571,9544,HAS_HOST_METADATA,8,8,0.92375,,,
7693113,u741,8967242,256318,HAS_HOST_METADATA,3,3,0.6433333333333333,,,
7693113,u741,8866380,142860,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,9703386,1213622,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,9282729,646099,HAS_HOST_METADATA,2,2,0.87,,,
7693113,u741,9178458,496923,HAS_HOST_METADATA,8,8,0.9975,,,
7693113,u741,9583339,1070528,HAS_HOST_METADATA,6,6,0.7466666666666666,,,
7693113,u741,8782062,46018,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,8765362,12062,HAS_HOST_METADATA,2,2,0.96,,,
7693113,u741,8763561,9534,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,8763979,10034,HAS_HOST_METADATA,1,1,0.47,,,
7693113,u741,8823927,94219,HAS_HOST_METADATA,1,1,0.56,,,
7693113,u741,8876336,154293,HAS_HOST_METADATA,7,7,0.56,,,
7693113,u741,8764723,11036,HAS_HOST_METADATA,4,4,1.0,,,
7693113,u741,9236055,565995,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,8866160,142615,HAS_HOST_METADATA,1,1,0.59,,,
7693113,u741,8761658,7160,HAS_HOST_METADATA,2,2,0.8,,,
7693113,u741,8765565,12287,HAS_HOST_METADATA,1,1,0.99,,,
7693113,u741,8756897,1314,HAS_HOST_METADATA,4,4,0.905,,,
7693113,u741,8763894,9925,HAS_HOST_METADATA,1,1,0.28,,,
7693113,u741,11053255,2759587,HAS_HOST_METADATA,2,2,0.64,,,
7693113,u741,9586201,1073774,HAS_HOST_METADATA,1,1,0.64,,,
7693113,u741,8794922,60711,HAS_HOST_METADATA,2,2,0.99,,,
7693113,u741,9779579,1297885,HAS_HOST_METADATA,2,2,0.915,,,
7693113,u741,9099298,408172,HAS_HOST_METADATA,1,1,0.33,,,
7693113,u741,9101353,410658,HAS_HOST_METADATA,3,3,0.6266666666666666,,,
7693113,u741,9451303,903395,HAS_HOST_METADATA,5,5,0.434,,,
7693113,u741,9101354,410659,HAS_HOST_METADATA,1,1,0.44,,,
7693113,u741,8763813,9823,HAS_HOST_METADATA,7,7,0.9128571428571429,,,
7693113,u741,9136180,449393,HAS_HOST_METADATA,2,2,0.575,,,
7693113,u741,8925480,208964,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,8764751,11070,HAS_HOST_METADATA,1,1,0.6,,,
7693113,u741,8778494,41846,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,9131455,444079,HAS_HOST_METADATA,1,1,0.55,,,
7693113,u741,8759565,4513,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,9483367,939928,HAS_HOST_METADATA,1,1,1.0,,,
7693113,u741,10680797,2337596,HAS_HOST_METADATA,1,1,0.8,,,
7693113,u741,10090783,1647806,HAS_HOST_METADATA,2,2,0.455,,,
7693113,u741,8764763,11082,HAS_HOST_METADATA,1,1,0.47,,,
7693288,u754,8905304,186538,HAS_HOST_METADATA,112,112,0.9476785714285714,,,
7693288,u754,9707595,1218275,HAS_HOST_METADATA,1,1,0.45,,,
7693288,u754,10020618,1570291,HAS_HOST_METADATA,38,38,0.9671052631578948,,,
7693288,u754,8763618,9606,HAS_HOST_METADATA,17,17,0.993529411764706,,,
7693288,u754,10109194,1670606,HAS_HOST_METADATA,1,1,0.32,,,
7693288,u754,8905306,186540,HAS_HOST_METADATA,12,12,0.9433333333333334,,,
7693288,u754,9236055,565995,HAS_HOST_METADATA,4,4,0.935,,,
7693288,u754,8967242,256318,HAS_HOST_METADATA,2,2,0.735,,,
7693288,u754,8764020,10090,HAS_HOST_METADATA,13,13,0.9938461538461538,,,
7693288,u754,9101353,410658,HAS_HOST_METADATA,2,2,0.53,,,
7693288,u754,9583339,1070528,HAS_HOST_METADATA,5,5,1.0,,,
7693288,u754,11065769,2773500,HAS_HOST_METADATA,1,1,0.45,,,
7693288,u754,8763568,9541,HAS_HOST_METADATA,5,5,0.992,,,
7693288,u754,8764059,10141,HAS_HOST_METADATA,2,2,1.0,,,
7693288,u754,8758984,3847,HAS_HOST_METADATA,1,1,0.44,,,
7693288,u754,8763887,9913,HAS_HOST_METADATA,1,1,0.44,,,
7693288,u754,8764083,10166,HAS_HOST_METADATA,1,1,0.6,,,
7693288,u754,8853983,128952,HAS_HOST_METADATA,1,1,1.0,,,
7693288,u754,10013578,1561972,HAS_HOST_METADATA,1,1,0.35,,,
7693288,u754,8763571,9544,HAS_HOST_METADATA,2,2,1.0,,,
7693288,u754,8766265,13616,HAS_HOST_METADATA,1,1,0.54,,,
7693288,u754,8764003,10068,HAS_HOST_METADATA,1,1,0.36,,,
7693288,u754,8761530,7004,HAS_HOST_METADATA,1,1,0.38,,,
7693288,u754,9588209,1076179,HAS_HOST_METADATA,1,1,0.5,,,
7693288,u754,8798522,64942,HAS_HOST_METADATA,1,1,0.41,,,
7693288,u754,10090783,1647806,HAS_HOST_METADATA,1,1,0.3,,,
7693288,u754,9134507,447426,HAS_HOST_METADATA,1,1,0.46,,,
7693578,u824,9779579,1297885,HAS_HOST_METADATA,41,41,0.5321951219512195,,,
7693578,u824,9213724,539655,HAS_HOST_METADATA,3,3,0.4933333333333333,,,
7693578,u824,8967242,256318,HAS_HOST_METADATA,34,34,0.5005882352941178,,,
7693578,u824,10144185,1710357,HAS_HOST_METADATA,3,3,0.55,,,
7693578,u824,10086417,1642954,HAS_HOST_METADATA,64,64,0.51703125,,,
7693578,u824,9483367,939928,HAS_HOST_METADATA,28,28,0.5953571428571428,,,
7693578,u824,9101353,410658,HAS_HOST_METADATA,66,66,0.5803030303030304,,,
7693578,u824,9290552,655179,HAS_HOST_METADATA,25,25,0.5928,,,
7693578,u824,10003934,1549736,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,10546030,2173186,HAS_HOST_METADATA,1,1,0.6,,,
7693578,u824,9296480,662107,HAS_HOST_METADATA,10,10,0.541,,,
7693578,u824,9099298,408172,HAS_HOST_METADATA,8,8,0.46625,,,
7693578,u824,9425600,870726,HAS_HOST_METADATA,21,21,0.5052380952380953,,,
7693578,u824,9623192,1118232,HAS_HOST_METADATA,4,4,0.4825,,,
7693578,u824,10276870,1861841,HAS_HOST_METADATA,4,4,0.6749999999999999,,,
7693578,u824,9824311,1348798,HAS_HOST_METADATA,6,6,0.6066666666666666,,,
7693578,u824,9203827,527639,HAS_HOST_METADATA,23,23,0.43304347826086953,,,
7693578,u824,10310461,1898966,HAS_HOST_METADATA,1,1,0.52,,,
7693578,u824,10202394,1775950,HAS_HOST_METADATA,3,3,0.6333333333333333,,,
7693578,u824,9665277,1169740,HAS_HOST_METADATA,5,5,0.626,,,
7693578,u824,9142333,456327,HAS_HOST_METADATA,1,1,0.48,,,
7693578,u824,10225180,1804158,HAS_HOST_METADATA,1,1,0.48,,,
7693578,u824,9344301,718289,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,9813160,1335591,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,10040228,1592332,HAS_HOST_METADATA,7,7,0.4928571428571429,,,
7693578,u824,8763623,9615,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,9767452,1284368,HAS_HOST_METADATA,1,1,0.58,,,
7693578,u824,9046467,348688,HAS_HOST_METADATA,1,1,0.51,,,
7693578,u824,9355347,749906,HAS_HOST_METADATA,11,11,0.640909090909091,,,
7693578,u824,10015863,1564682,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,9779556,1297858,HAS_HOST_METADATA,1,1,0.48,,,
7693578,u824,9969519,1510822,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,10109194,1670606,HAS_HOST_METADATA,1,1,0.65,,,
7693578,u824,9583339,1070528,HAS_HOST_METADATA,1,1,0.5,,,
7693578,u824,9815683,1338477,HAS_HOST_METADATA,3,3,0.7,,,
7693578,u824,10134938,1699855,HAS_HOST_METADATA,4,4,0.5075,,,
7693578,u824,10965555,2651591,HAS_HOST_METADATA,2,2,0.59,,,
7693578,u824,9723186,1235509,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,8763618,9606,HAS_HOST_METADATA,6,6,0.5316666666666667,,,
7693578,u824,9264309,611301,HAS_HOST_METADATA,1,1,0.41,,,
7693578,u824,9136180,449393,HAS_HOST_METADATA,3,3,0.5266666666666666,,,
7693578,u824,9344317,718308,HAS_HOST_METADATA,1,1,0.53,,,
7693578,u824,9186881,506600,HAS_HOST_METADATA,2,2,0.48,,,
7693578,u824,8763905,9940,HAS_HOST_METADATA,1,1,0.44,,,
7693578,u824,10041261,1593443,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,9588209,1076179,HAS_HOST_METADATA,1,1,0.5,,,
7693578,u824,8758855,3702,HAS_HOST_METADATA,5,5,0.6419999999999999,,,
7693578,u824,9355348,749907,HAS_HOST_METADATA,3,3,0.5366666666666666,,,
7693578,u824,8776826,39946,HAS_HOST_METADATA,1,1,0.48,,,
7693578,u824,10142875,1708701,HAS_HOST_METADATA,1,1,0.75,,,
7693578,u824,9741988,1256227,HAS_HOST_METADATA,2,2,0.7,,,
7693578,u824,9101354,410659,HAS_HOST_METADATA,1,1,0.7,,,
7693578,u824,10049833,1602388,HAS_HOST_METADATA,2,2,0.7,,,
7693578,u824,9101355,410661,HAS_HOST_METADATA,1,1,0.43,,,
7693578,u824,10062175,1616037,HAS_HOST_METADATA,2,2,0.595,,,
7693578,u824,9722628,1234904,HAS_HOST_METADATA,1,1,0.45,,,
