sourceAppId,targetAppId,relationshipType,weight,weightInt
u22510,u1971,SEQUENCE_ALIGNMENT,0.599,60
u10830,u1971,SEQUENCE_ALIGNMENT,0.78,80
u21412,u1971,SEQUENCE_ALIGNMENT,0.628,60
u24190,u1971,SEQUENCE_ALIGNMENT,0.618,60
u17071,u1971,SEQUENCE_ALIGNMENT,0.7969999999999999,80
u34772,u2083,SEQUENCE_ALIGNMENT,0.573,60
u4497,u2133,SEQUENCE_ALIGNMENT,0.861,90
u19445,u2384,SEQUENCE_ALIGNMENT,0.579,60
u128,u2384,SEQUENCE_ALIGNMENT,0.657,70
u741,u2384,SEQUENCE_ALIGNMENT,0.714,70
u5029,u2384,SEQUENCE_ALIGNMENT,0.65,60
u4758,u2384,SEQUENCE_ALIGNMENT,0.793,80
u7358,u2384,SEQUENCE_ALIGNMENT,0.614,60
u5475,u2384,SEQUENCE_ALIGNMENT,0.629,60
u18720,u2449,SEQUENCE_ALIGNMENT,0.8069999999999999,80
u15152,u2449,SEQUENCE_ALIGNMENT,0.79,80
u6734,u2562,SEQUENCE_ALIGNMENT,0.778,80
u6359,u2562,SEQUENCE_ALIGNMENT,0.726,70
u16483,u2562,SEQUENCE_ALIGNMENT,0.647,60
u17481,u2562,SEQUENCE_ALIGNMENT,0.778,80
u25133,u2562,SEQUENCE_ALIGNMENT,0.632,60
u12395,u2562,SEQUENCE_ALIGNMENT,0.769,80
u21649,u2562,SEQUENCE_ALIGNMENT,0.726,70
u19742,u2562,SEQUENCE_ALIGNMENT,0.752,80
u6076,u2598,SEQUENCE_ALIGNMENT,0.621,60
u1620,u2598,SEQUENCE_ALIGNMENT,0.864,90
u9322,u2598,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u12790,u2598,SEQUENCE_ALIGNMENT,0.643,60
u8640,u2598,SEQUENCE_ALIGNMENT,0.714,70
u14846,u2598,SEQUENCE_ALIGNMENT,0.65,60
u14847,u2598,SEQUENCE_ALIGNMENT,0.65,60
u3234,u2598,SEQUENCE_ALIGNMENT,0.7,70
u29609,u2598,SEQUENCE_ALIGNMENT,0.9,90
u45333,u2598,SEQUENCE_ALIGNMENT,0.556,60
u23268,u2598,SEQUENCE_ALIGNMENT,0.636,60
u2384,u2598,SEQUENCE_ALIGNMENT,0.757,80
u5475,u2598,SEQUENCE_ALIGNMENT,0.629,60
u7358,u2598,SEQUENCE_ALIGNMENT,0.614,60
u4758,u2598,SEQUENCE_ALIGNMENT,0.736,70
u5029,u2598,SEQUENCE_ALIGNMENT,0.629,60
u19445,u2598,SEQUENCE_ALIGNMENT,0.593,60
u128,u2598,SEQUENCE_ALIGNMENT,0.6930000000000001,70
u741,u2598,SEQUENCE_ALIGNMENT,0.7070000000000001,70
u2371,u2716,SEQUENCE_ALIGNMENT,0.763,80
u36766,u2740,SEQUENCE_ALIGNMENT,0.8220000000000001,80
u21664,u2833,SEQUENCE_ALIGNMENT,0.821,80
u17481,u2833,SEQUENCE_ALIGNMENT,0.761,80
u16025,u2833,SEQUENCE_ALIGNMENT,0.897,90
u19742,u2833,SEQUENCE_ALIGNMENT,0.769,80
u21649,u2833,SEQUENCE_ALIGNMENT,0.795,80
u25133,u2833,SEQUENCE_ALIGNMENT,0.718,70
u12395,u2833,SEQUENCE_ALIGNMENT,0.897,90
u9230,u3166,SEQUENCE_ALIGNMENT,0.659,70
u6349,u3166,SEQUENCE_ALIGNMENT,0.696,70
u4011,u3166,SEQUENCE_ALIGNMENT,0.637,60
u18952,u3166,SEQUENCE_ALIGNMENT,0.615,60
u18951,u3166,SEQUENCE_ALIGNMENT,0.644,60
u29609,u3234,SEQUENCE_ALIGNMENT,0.7070000000000001,70
u19445,u3234,SEQUENCE_ALIGNMENT,0.614,60
u128,u3234,SEQUENCE_ALIGNMENT,0.6639999999999999,70
u741,u3234,SEQUENCE_ALIGNMENT,0.7,70
u39248,u3234,SEQUENCE_ALIGNMENT,0.721,70
u5029,u3234,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u4758,u3234,SEQUENCE_ALIGNMENT,0.736,70
u7358,u3234,SEQUENCE_ALIGNMENT,0.614,60
u5475,u3234,SEQUENCE_ALIGNMENT,0.6,60
u2384,u3234,SEQUENCE_ALIGNMENT,0.729,70
u23268,u3234,SEQUENCE_ALIGNMENT,0.643,60
u45333,u3234,SEQUENCE_ALIGNMENT,0.5700000000000001,60
u12743,u3278,SEQUENCE_ALIGNMENT,0.847,80
u23650,u3278,SEQUENCE_ALIGNMENT,0.901,90
u23818,u3295,SEQUENCE_ALIGNMENT,0.65,60
u17460,u3295,SEQUENCE_ALIGNMENT,0.667,70
u17974,u3295,SEQUENCE_ALIGNMENT,0.889,90
u1971,u3295,SEQUENCE_ALIGNMENT,0.65,60
u24190,u3295,SEQUENCE_ALIGNMENT,0.606,60
u21412,u3295,SEQUENCE_ALIGNMENT,0.85,80
u38034,u3295,SEQUENCE_ALIGNMENT,0.556,60
u22510,u3295,SEQUENCE_ALIGNMENT,0.5860000000000001,60
u17501,u3548,SEQUENCE_ALIGNMENT,0.726,70
u4842,u3548,SEQUENCE_ALIGNMENT,0.681,70
u8613,u3632,SEQUENCE_ALIGNMENT,0.422,40
u15161,u3632,SEQUENCE_ALIGNMENT,0.712,70
u6854,u3824,SEQUENCE_ALIGNMENT,0.65,60
u23531,u3824,SEQUENCE_ALIGNMENT,0.643,60
u7120,u3824,SEQUENCE_ALIGNMENT,0.75,80
u6076,u3824,SEQUENCE_ALIGNMENT,0.743,70
u19445,u3824,SEQUENCE_ALIGNMENT,0.671,70
u128,u3824,SEQUENCE_ALIGNMENT,0.643,60
u741,u3824,SEQUENCE_ALIGNMENT,0.643,60
u5029,u3824,SEQUENCE_ALIGNMENT,0.75,80
u4758,u3824,SEQUENCE_ALIGNMENT,0.679,70
u7358,u3824,SEQUENCE_ALIGNMENT,0.65,60
u5475,u3824,SEQUENCE_ALIGNMENT,0.643,60
u1631,u3824,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u2384,u3824,SEQUENCE_ALIGNMENT,0.679,70
u29609,u3824,SEQUENCE_ALIGNMENT,0.643,60
u3234,u3824,SEQUENCE_ALIGNMENT,0.714,70
u14846,u3824,SEQUENCE_ALIGNMENT,0.657,70
u14847,u3824,SEQUENCE_ALIGNMENT,0.657,70
u8640,u3824,SEQUENCE_ALIGNMENT,0.6930000000000001,70
u17707,u3824,SEQUENCE_ALIGNMENT,0.679,70
u12790,u3824,SEQUENCE_ALIGNMENT,0.6930000000000001,70
u9322,u3824,SEQUENCE_ALIGNMENT,0.714,70
u14790,u3824,SEQUENCE_ALIGNMENT,0.621,60
u9230,u4011,SEQUENCE_ALIGNMENT,0.637,60
u6349,u4011,SEQUENCE_ALIGNMENT,0.741,70
u36766,u4497,SEQUENCE_ALIGNMENT,0.891,90
u2740,u4497,SEQUENCE_ALIGNMENT,0.842,80
u2371,u4537,SEQUENCE_ALIGNMENT,0.407,40
u17442,u4543,SEQUENCE_ALIGNMENT,0.567,60
u37868,u4543,SEQUENCE_ALIGNMENT,0.617,60
u24285,u4543,SEQUENCE_ALIGNMENT,0.719,70
u28250,u4687,SEQUENCE_ALIGNMENT,0.849,80
u18720,u4687,SEQUENCE_ALIGNMENT,0.857,90
u15152,u4687,SEQUENCE_ALIGNMENT,0.84,80
u2449,u4687,SEQUENCE_ALIGNMENT,0.857,90
u11178,u4687,SEQUENCE_ALIGNMENT,0.908,90
u18825,u4687,SEQUENCE_ALIGNMENT,0.723,70
u19445,u4758,SEQUENCE_ALIGNMENT,0.5569999999999999,60
u128,u4758,SEQUENCE_ALIGNMENT,0.65,60
u741,u4758,SEQUENCE_ALIGNMENT,0.6639999999999999,70
u5029,u4758,SEQUENCE_ALIGNMENT,0.679,70
u19445,u5029,SEQUENCE_ALIGNMENT,0.621,60
u128,u5029,SEQUENCE_ALIGNMENT,0.643,60
u741,u5029,SEQUENCE_ALIGNMENT,0.607,60
u3824,u5172,SEQUENCE_ALIGNMENT,0.657,70
u5157,u5172,SEQUENCE_ALIGNMENT,0.407,40
u7120,u5172,SEQUENCE_ALIGNMENT,0.671,70
u7358,u5172,SEQUENCE_ALIGNMENT,0.626,60
u6331,u5172,SEQUENCE_ALIGNMENT,0.827,80
u5029,u5172,SEQUENCE_ALIGNMENT,0.65,60
u741,u5172,SEQUENCE_ALIGNMENT,0.64,60
u128,u5172,SEQUENCE_ALIGNMENT,0.612,60
u19445,u5172,SEQUENCE_ALIGNMENT,0.813,80
u38468,u5190,SEQUENCE_ALIGNMENT,0.907,90
u18450,u5190,SEQUENCE_ALIGNMENT,0.8049999999999999,80
u548,u5190,SEQUENCE_ALIGNMENT,0.78,80
u4537,u5190,SEQUENCE_ALIGNMENT,0.898,90
u5523,u5265,SEQUENCE_ALIGNMENT,0.78,80
u1300,u5265,SEQUENCE_ALIGNMENT,0.833,80
u6944,u5265,SEQUENCE_ALIGNMENT,0.747,70
u19626,u5265,SEQUENCE_ALIGNMENT,0.787,80
u22510,u5284,SEQUENCE_ALIGNMENT,0.583,60
u10830,u5284,SEQUENCE_ALIGNMENT,0.667,70
u21412,u5284,SEQUENCE_ALIGNMENT,0.65,60
u24190,u5284,SEQUENCE_ALIGNMENT,0.65,60
u1971,u5284,SEQUENCE_ALIGNMENT,0.683,70
u17460,u5284,SEQUENCE_ALIGNMENT,0.7,70
u23818,u5284,SEQUENCE_ALIGNMENT,0.633,60
u17980,u5284,SEQUENCE_ALIGNMENT,0.706,70
u17499,u5284,SEQUENCE_ALIGNMENT,0.594,60
u19445,u5475,SEQUENCE_ALIGNMENT,0.604,60
u128,u5475,SEQUENCE_ALIGNMENT,0.619,60
u741,u5475,SEQUENCE_ALIGNMENT,0.5800000000000001,60
u5029,u5475,SEQUENCE_ALIGNMENT,0.636,60
u4758,u5475,SEQUENCE_ALIGNMENT,0.593,60
u7358,u5475,SEQUENCE_ALIGNMENT,0.759,80
u8719,u5828,SEQUENCE_ALIGNMENT,0.855,90
u16483,u5828,SEQUENCE_ALIGNMENT,0.63,60
u2833,u5828,SEQUENCE_ALIGNMENT,0.855,90
u21664,u5828,SEQUENCE_ALIGNMENT,0.812,80
u17481,u5828,SEQUENCE_ALIGNMENT,0.769,80
u16025,u5828,SEQUENCE_ALIGNMENT,0.872,90
u19742,u5828,SEQUENCE_ALIGNMENT,0.752,80
u25133,u5828,SEQUENCE_ALIGNMENT,0.6839999999999999,70
u12395,u5828,SEQUENCE_ALIGNMENT,0.88,90
u21649,u5828,SEQUENCE_ALIGNMENT,0.795,80
u19445,u6076,SEQUENCE_ALIGNMENT,0.614,60
u128,u6076,SEQUENCE_ALIGNMENT,0.643,60
u741,u6076,SEQUENCE_ALIGNMENT,0.593,60
u5029,u6076,SEQUENCE_ALIGNMENT,0.793,80
u4758,u6076,SEQUENCE_ALIGNMENT,0.65,60
u7358,u6076,SEQUENCE_ALIGNMENT,0.65,60
u5475,u6076,SEQUENCE_ALIGNMENT,0.636,60
u16791,u6076,SEQUENCE_ALIGNMENT,0.793,80
u29609,u6076,SEQUENCE_ALIGNMENT,0.671,70
u3234,u6076,SEQUENCE_ALIGNMENT,0.643,60
u14847,u6076,SEQUENCE_ALIGNMENT,0.643,60
u8640,u6076,SEQUENCE_ALIGNMENT,0.657,70
u17707,u6076,SEQUENCE_ALIGNMENT,0.629,60
u9322,u6076,SEQUENCE_ALIGNMENT,0.636,60
u5029,u6331,SEQUENCE_ALIGNMENT,0.636,60
u741,u6331,SEQUENCE_ALIGNMENT,0.647,60
u128,u6331,SEQUENCE_ALIGNMENT,0.604,60
u19445,u6331,SEQUENCE_ALIGNMENT,0.892,90
u9230,u6349,SEQUENCE_ALIGNMENT,0.719,70
u25133,u6359,SEQUENCE_ALIGNMENT,0.641,60
u12395,u6359,SEQUENCE_ALIGNMENT,0.7090000000000001,70
u17481,u6359,SEQUENCE_ALIGNMENT,0.718,70
u8807,u6381,SEQUENCE_ALIGNMENT,0.617,60
u943,u6381,SEQUENCE_ALIGNMENT,0.732,70
u5525,u6381,SEQUENCE_ALIGNMENT,0.611,60
u13498,u6438,SEQUENCE_ALIGNMENT,0.692,70
u12737,u6438,SEQUENCE_ALIGNMENT,0.7010000000000001,70
u7529,u6497,SEQUENCE_ALIGNMENT,0.487,50
u5157,u6549,SEQUENCE_ALIGNMENT,0.433,40
u23531,u6549,SEQUENCE_ALIGNMENT,0.629,60
u7120,u6549,SEQUENCE_ALIGNMENT,0.636,60
u2598,u6549,SEQUENCE_ALIGNMENT,0.8069999999999999,80
u19445,u6549,SEQUENCE_ALIGNMENT,0.621,60
u128,u6549,SEQUENCE_ALIGNMENT,0.629,60
u741,u6549,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u5029,u6549,SEQUENCE_ALIGNMENT,0.6639999999999999,70
u4758,u6549,SEQUENCE_ALIGNMENT,0.714,70
u7358,u6549,SEQUENCE_ALIGNMENT,0.657,70
u5475,u6549,SEQUENCE_ALIGNMENT,0.636,60
u1631,u6549,SEQUENCE_ALIGNMENT,0.679,70
u2384,u6549,SEQUENCE_ALIGNMENT,0.8069999999999999,80
u23268,u6549,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u45333,u6549,SEQUENCE_ALIGNMENT,0.62,60
u29609,u6549,SEQUENCE_ALIGNMENT,0.793,80
u3234,u6549,SEQUENCE_ALIGNMENT,0.736,70
u7492,u6549,SEQUENCE_ALIGNMENT,0.736,70
u14847,u6549,SEQUENCE_ALIGNMENT,0.657,70
u14846,u6549,SEQUENCE_ALIGNMENT,0.671,70
u8640,u6549,SEQUENCE_ALIGNMENT,0.714,70
u12790,u6549,SEQUENCE_ALIGNMENT,0.657,70
u9322,u6549,SEQUENCE_ALIGNMENT,0.6930000000000001,70
u1620,u6549,SEQUENCE_ALIGNMENT,0.8140000000000001,80
u6076,u6549,SEQUENCE_ALIGNMENT,0.65,60
u4902,u6622,SEQUENCE_ALIGNMENT,0.6990000000000001,70
u8719,u6734,SEQUENCE_ALIGNMENT,0.744,70
u6359,u6734,SEQUENCE_ALIGNMENT,0.761,80
u16483,u6734,SEQUENCE_ALIGNMENT,0.622,60
u2833,u6734,SEQUENCE_ALIGNMENT,0.752,80
u17481,u6734,SEQUENCE_ALIGNMENT,0.752,80
u16025,u6734,SEQUENCE_ALIGNMENT,0.778,80
u25133,u6734,SEQUENCE_ALIGNMENT,0.7010000000000001,70
u12395,u6734,SEQUENCE_ALIGNMENT,0.786,80
u21649,u6734,SEQUENCE_ALIGNMENT,0.735,70
u19742,u6734,SEQUENCE_ALIGNMENT,0.752,80
u8613,u6845,SEQUENCE_ALIGNMENT,0.688,70
u19445,u6854,SEQUENCE_ALIGNMENT,0.619,60
u128,u6854,SEQUENCE_ALIGNMENT,0.619,60
u741,u6854,SEQUENCE_ALIGNMENT,0.601,60
u5029,u6854,SEQUENCE_ALIGNMENT,0.636,60
u4758,u6854,SEQUENCE_ALIGNMENT,0.643,60
u7358,u6854,SEQUENCE_ALIGNMENT,0.789,80
u5475,u6854,SEQUENCE_ALIGNMENT,0.774,80
u1631,u6854,SEQUENCE_ALIGNMENT,0.679,70
u29609,u6854,SEQUENCE_ALIGNMENT,0.643,60
u3234,u6854,SEQUENCE_ALIGNMENT,0.629,60
u14847,u6854,SEQUENCE_ALIGNMENT,0.7969999999999999,80
u14846,u6854,SEQUENCE_ALIGNMENT,0.789,80
u8640,u6854,SEQUENCE_ALIGNMENT,0.657,70
u17707,u6854,SEQUENCE_ALIGNMENT,0.782,80
u12790,u6854,SEQUENCE_ALIGNMENT,0.789,80
u14790,u6854,SEQUENCE_ALIGNMENT,0.767,80
u1300,u6944,SEQUENCE_ALIGNMENT,0.733,70
u26157,u7106,SEQUENCE_ALIGNMENT,0.825,80
u38985,u7106,SEQUENCE_ALIGNMENT,0.845,80
u24052,u7106,SEQUENCE_ALIGNMENT,0.864,90
u16775,u7106,SEQUENCE_ALIGNMENT,0.883,90
u8555,u7106,SEQUENCE_ALIGNMENT,0.854,90
u258,u7106,SEQUENCE_ALIGNMENT,0.806,80
u3166,u7112,SEQUENCE_ALIGNMENT,0.652,70
u18951,u7112,SEQUENCE_ALIGNMENT,0.704,70
u18952,u7112,SEQUENCE_ALIGNMENT,0.696,70
u602,u7112,SEQUENCE_ALIGNMENT,0.77,80
u6349,u7112,SEQUENCE_ALIGNMENT,0.726,70
u9230,u7112,SEQUENCE_ALIGNMENT,0.719,70
u6076,u7120,SEQUENCE_ALIGNMENT,0.729,70
u6854,u7120,SEQUENCE_ALIGNMENT,0.607,60
u14790,u7120,SEQUENCE_ALIGNMENT,0.65,60
u9322,u7120,SEQUENCE_ALIGNMENT,0.671,70
u12790,u7120,SEQUENCE_ALIGNMENT,0.627,60
u17707,u7120,SEQUENCE_ALIGNMENT,0.636,60
u8640,u7120,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u14846,u7120,SEQUENCE_ALIGNMENT,0.657,70
u14847,u7120,SEQUENCE_ALIGNMENT,0.614,60
u3234,u7120,SEQUENCE_ALIGNMENT,0.679,70
u29609,u7120,SEQUENCE_ALIGNMENT,0.65,60
u16791,u7120,SEQUENCE_ALIGNMENT,0.75,80
u2384,u7120,SEQUENCE_ALIGNMENT,0.629,60
u1631,u7120,SEQUENCE_ALIGNMENT,0.65,60
u5475,u7120,SEQUENCE_ALIGNMENT,0.636,60
u7358,u7120,SEQUENCE_ALIGNMENT,0.679,70
u4758,u7120,SEQUENCE_ALIGNMENT,0.629,60
u5029,u7120,SEQUENCE_ALIGNMENT,0.721,70
u19445,u7120,SEQUENCE_ALIGNMENT,0.7,70
u128,u7120,SEQUENCE_ALIGNMENT,0.6930000000000001,70
u741,u7120,SEQUENCE_ALIGNMENT,0.671,70
u2793,u7290,SEQUENCE_ALIGNMENT,0.9,90
u19445,u7358,SEQUENCE_ALIGNMENT,0.619,60
u128,u7358,SEQUENCE_ALIGNMENT,0.626,60
u741,u7358,SEQUENCE_ALIGNMENT,0.609,60
u5029,u7358,SEQUENCE_ALIGNMENT,0.65,60
u4758,u7358,SEQUENCE_ALIGNMENT,0.614,60
u19445,u7423,SEQUENCE_ALIGNMENT,0.612,60
u128,u7423,SEQUENCE_ALIGNMENT,0.604,60
u741,u7423,SEQUENCE_ALIGNMENT,0.643,60
u5029,u7423,SEQUENCE_ALIGNMENT,0.614,60
u4758,u7423,SEQUENCE_ALIGNMENT,0.629,60
u7358,u7423,SEQUENCE_ALIGNMENT,0.767,80
u5475,u7423,SEQUENCE_ALIGNMENT,0.759,80
u1631,u7423,SEQUENCE_ALIGNMENT,0.7010000000000001,70
u29609,u7423,SEQUENCE_ALIGNMENT,0.657,70
u14846,u7423,SEQUENCE_ALIGNMENT,0.789,80
u14847,u7423,SEQUENCE_ALIGNMENT,0.7969999999999999,80
u17707,u7423,SEQUENCE_ALIGNMENT,0.752,80
u12790,u7423,SEQUENCE_ALIGNMENT,0.767,80
u14790,u7423,SEQUENCE_ALIGNMENT,0.729,70
u6854,u7423,SEQUENCE_ALIGNMENT,0.759,80
u7120,u7423,SEQUENCE_ALIGNMENT,0.6,60
u23531,u7423,SEQUENCE_ALIGNMENT,0.774,80
u3824,u7423,SEQUENCE_ALIGNMENT,0.643,60
u3234,u7492,SEQUENCE_ALIGNMENT,0.679,70
u29609,u7492,SEQUENCE_ALIGNMENT,0.7,70
u45333,u7492,SEQUENCE_ALIGNMENT,0.754,80
u23268,u7492,SEQUENCE_ALIGNMENT,0.614,60
u2384,u7492,SEQUENCE_ALIGNMENT,0.6930000000000001,70
u5475,u7492,SEQUENCE_ALIGNMENT,0.629,60
u7358,u7492,SEQUENCE_ALIGNMENT,0.643,60
u4758,u7492,SEQUENCE_ALIGNMENT,0.6859999999999999,70
u5029,u7492,SEQUENCE_ALIGNMENT,0.629,60
u19445,u7492,SEQUENCE_ALIGNMENT,0.621,60
u128,u7492,SEQUENCE_ALIGNMENT,0.614,60
u741,u7492,SEQUENCE_ALIGNMENT,0.679,70
u4902,u7529,SEQUENCE_ALIGNMENT,0.478,50
u24121,u7892,SEQUENCE_ALIGNMENT,0.642,60
u4543,u7892,SEQUENCE_ALIGNMENT,0.741,70
u17107,u7892,SEQUENCE_ALIGNMENT,0.608,60
u17125,u7892,SEQUENCE_ALIGNMENT,0.897,90
u19952,u7892,SEQUENCE_ALIGNMENT,0.8280000000000001,80
u24454,u7892,SEQUENCE_ALIGNMENT,0.888,90
u24285,u7892,SEQUENCE_ALIGNMENT,0.69,70
u9975,u8030,SEQUENCE_ALIGNMENT,0.735,70
u6497,u8030,SEQUENCE_ALIGNMENT,0.673,70
u7529,u8030,SEQUENCE_ALIGNMENT,0.54,50
u4497,u8055,SEQUENCE_ALIGNMENT,0.861,90
u2740,u8055,SEQUENCE_ALIGNMENT,0.832,80
u36766,u8055,SEQUENCE_ALIGNMENT,0.861,90
u7106,u8107,SEQUENCE_ALIGNMENT,0.854,90
u26157,u8107,SEQUENCE_ALIGNMENT,0.845,80
u38985,u8107,SEQUENCE_ALIGNMENT,0.874,90
u24052,u8107,SEQUENCE_ALIGNMENT,0.806,80
u16775,u8107,SEQUENCE_ALIGNMENT,0.874,90
